date,WETH,CRV,WETH_price,CRV_price,WETH_usd_volume,CRV_usd_volume,daily_volume_usd,fees_usd
2023-03-20,423.96373863939317,757644.3082458368,1732.78,0.962,734635.8870395677,728853.8245324949,1463489.7115720627,4390.469134716188
2023-03-21,267.6929487109404,488121.6951239813,1801.23,0.995,482176.5700066072,485681.08664836135,967857.6566549686,2903.572969964906
2023-03-22,368.6164984363793,672126.9119605009,1734.33,0.94,639302.6517331656,631799.2972428708,1271101.9489760364,3813.305846928109
2023-03-23,567.556153380164,1055163.1274008632,1813.79,0.967,1029427.6754394077,1020342.7441966347,2049770.4196360423,6149.3112589081275
2023-03-24,456.1744658590437,878324.9492500502,1749.57,0.906,798109.160233007,795762.4040205455,1593871.5642535526,4781.614692760658
2023-03-25,191.66755147014902,366953.85372751346,1741.88,0.917,333861.8745548232,336496.68386812985,670358.5584229531,2011.0756752688594
2023-03-26,90.51439146962981,172089.1336216592,1773.88,0.932,160561.66874014694,160387.07253538637,320948.74127553334,962.8462238266001
2023-03-27,159.28938841209967,305541.91688169504,1715.22,0.89,273216.3447922016,271932.3060247086,545148.6508169102,1635.4459524507306
2023-03-28,215.30031417483855,415964.8881694162,1772.99,0.919,381725.304028847,382271.73222769354,763997.0362565406,2291.991108769622
2023-03-29,114.9914653775232,218757.7842817464,1793.07,0.941,206187.7468244755,205851.07500912333,412038.82183359883,1236.1164655007965
2023-03-30,97.1693664910469,186510.14032634106,1793.61,0.922,174283.94743200662,171962.34938088647,346246.2968128931,1038.7388904386794
2023-03-31,779.1042308523567,1450024.0344311995,1821.52,0.936,1419153.938582185,1357222.496227603,2776376.434809788,8329.129304429365
2023-04-01,84.69932034366597,165966.06227313247,1820.79,0.924,154219.67548854358,153352.6415403744,307572.31702891795,922.7169510867539
2023-04-02,96.94925987847154,192259.5004641457,1794.51,0.907,173976.41634451595,174379.36692098016,348355.78326549614,1045.0673497964885
2023-04-03,337.17210566180074,661453.5325114058,1810.51,0.924,610453.4690217469,611183.064040539,1221636.5330622857,3664.909599186857
2023-04-04,453.16263485361947,869924.1033779259,1870.37,0.995,847581.7973511642,865574.4828610363,1713156.2802122005,5139.468840636601
2023-04-05,357.3673430209729,676104.4903535272,1908.69,1.003,682103.4739507008,678132.8038245877,1360236.2777752886,4080.7088333258657
2023-04-06,305.9230118138746,571336.9542402902,1872.41,1.009,572813.306550417,576478.9868284528,1149292.2933788698,3447.8768801366095
2023-04-07,223.11660195460746,410296.3644679944,1863.72,1.021,415826.87339484104,418912.5881218223,834739.4615166633,2504.21838454999
2023-04-08,680.6890385407743,1227931.3529336606,1848.82,1.024,1258471.5082349542,1257401.7054040686,2515873.213639023,7547.619640917069
2023-04-09,439.58292094652217,796118.9958666537,1858.92,1.012,817149.483405909,805672.4238170536,1622821.9072229625,4868.465721668887
2023-04-10,154.94501088095615,287668.8514204568,1910.2,1.029,295975.95978480246,296011.24811165,591987.2078964524,1775.9616236893573
2023-04-11,190.16526488871122,353403.08620805666,1889.86,1.018,359385.72750257974,359764.34175980167,719150.0692623814,2157.4502077871443
2023-04-12,283.11201683701694,529123.4302430486,1917.39,1.028,542836.1499631279,543938.886289854,1086775.036252982,3260.325108758946
2023-04-13,156.92961330187458,295524.9686213617,2012.01,1.065,315743.95125950465,314734.0915817502,630478.0428412548,1891.4341285237647
2023-04-14,627.5820752543734,1193118.905904486,2099.99,1.09,1317916.0822134316,1300499.60743589,2618415.6896493216,7855.247068947965
2023-04-15,213.2775441187544,410199.52520213305,2090.6,1.093,445878.03373466793,448348.08104593144,894226.1147805994,2682.678344341798
2023-04-16,113.84290928801255,219999.95164467616,2118.67,1.103,241195.55662123355,242659.94666407778,483855.50328531134,1451.566509855934
2023-04-17,201.19604569422884,393263.07711064926,2074.0,1.05,417280.5987698306,412926.2309661817,830206.8297360123,2490.620489208037
2023-04-18,413.4460902725547,799747.7269230593,2103.5,1.073,869683.8508883188,858129.3109884426,1727813.1618767614,5183.439485630284
2023-04-19,351.23583959794325,707878.409811471,1933.73,0.957,679195.2801057309,677439.6381895777,1356634.9182953085,4069.9047548859257
2023-04-20,212.7660752465948,433493.18050025916,1942.98,0.944,413400.2288826288,409217.56239224464,822617.7912748734,2467.85337382462
2023-04-21,176.7339117494131,358558.00567457534,1848.78,0.922,326742.12136407994,330590.4812319585,657332.6025960385,1971.9978077881156
2023-04-22,86.04328854465295,173206.95976089535,1874.16,0.937,161258.88965884678,162294.92129595895,323553.8109548057,970.6614328644171
2023-04-23,406.663709854296,792268.4830117503,1862.0,0.945,757207.8277486991,748693.716446104,1505901.544194803,4517.704632584409
2023-04-24,95.9620909450222,189765.2771793775,1841.84,0.927,176746.81758617968,175912.41194528295,352659.22953146265,1057.977688594388
2023-04-25,166.27179645731383,332132.6053357136,1866.1,0.94,310279.7993689933,312204.64901557076,622484.4483845641,1867.4533451536925
2023-04-26,77.63589165413713,156474.63007153437,1866.01,0.919,144869.35018553643,143800.18503574008,288669.5352212765,866.0086056638296
2023-04-27,132.76130919288948,269487.09645578655,1908.68,0.945,253398.85563028432,254665.30615071827,508064.1617810026,1524.1924853430078
2023-04-28,85.33335365739883,174745.61739867492,1890.94,0.924,161360.25176492176,161464.95047637564,322825.2022412974,968.4756067238923
2023-04-29,41.82983687459555,85107.56588581222,1907.8,0.93,79802.96278935339,79150.03627380537,158952.99906315876,476.85899718947627
2023-04-30,70.4919240017279,145589.9451572763,1870.09,0.908,131826.24215639132,132195.67020280688,264021.9123591982,792.0657370775947
2023-05-01,90.90277855633843,187402.35735741197,1830.73,0.883,166418.44378644545,165476.28154659478,331894.72533304023,995.6841759991207
2023-05-02,78.89526749911415,162802.92842092217,1870.08,0.904,147540.4618447434,147173.84729251364,294714.30913725705,884.1429274117712
2023-05-03,774.1185430389696,1529491.5160570783,1905.12,0.968,1474788.7187144018,1480547.7875432516,2955336.5062576532,8866.00951877296
2023-05-04,149.9164693665579,299936.28382749885,1877.07,0.928,281403.7071538848,278340.8713919189,559744.5785458037,1679.233735637411
2023-05-05,79.11260567409246,161061.00619040686,1993.3,0.953,157695.1568901685,153491.13889945773,311186.2957896262,933.5588873688786
2023-05-06,115.41714402510897,240256.76157093054,1896.33,0.901,218868.9927291349,216471.3421754084,435340.3349045433,1306.02100471363
2023-05-07,54.40111941233549,115453.08120985667,1870.4,0.887,101751.8537488323,102406.88303314286,204158.73678197517,612.4762103459256
2023-05-08,457.8511817518974,1014054.9196596853,1847.56,0.832,845907.5293575355,843693.6931568582,1689601.2225143937,5068.803667543181
2023-05-09,90.84432311767767,200865.19948960905,1846.52,0.837,167745.85952325418,168124.17197280275,335870.03149605694,1007.6100944881708
2023-05-10,86.28829752069373,192049.3895351517,1840.84,0.839,158842.94960799385,161129.43781999228,319972.38742798613,959.9171622839584
2023-05-11,261.11840549978655,585826.4503650371,1794.3,0.799,468524.75498826697,468075.33384166466,936600.0888299316,2809.800266489795
2023-05-12,221.10827363133683,504244.12112907757,1807.45,0.815,399642.14917495975,410958.9587201982,810601.107895158,2431.803323685474
2023-05-13,123.2401437755195,275025.89865676645,1795.11,0.803,221229.6144928728,220845.7966213835,442075.41111425625,1326.2262333427689
2023-05-14,101.42997212232689,226924.39969375252,1799.21,0.806,182493.82014221177,182901.06615316455,365394.88629537635,1096.184658886129
2023-05-15,91.23195869851752,202556.20169314338,1816.2,0.827,165695.48338824752,167513.97880022955,333209.46218847705,999.6283865654311
2023-05-16,84.67020560419598,185960.8609580778,1824.21,0.83,154456.23576523035,154347.51459520456,308803.7503604349,926.4112510813046
2023-05-17,60.28390800012961,132960.87456513586,1822.12,0.832,109844.51444519615,110623.44763819303,220467.96208338917,661.4038862501675
2023-05-18,232.06070770097918,503195.4603578049,1800.56,0.827,417839.22785807506,416142.64571590465,833981.8735739797,2501.945620721939
2023-05-19,125.09911122711819,270538.80391463346,1812.32,0.829,226719.62125913083,224276.66844523113,450996.28970436193,1352.988869113086
2023-05-20,48.86671785478259,107047.58578717621,1819.42,0.829,88909.08379934855,88742.44861756907,177651.53241691762,532.9545972507528
2023-05-21,524.7697786223284,1207684.4131282216,1804.91,0.835,947162.2211332269,1008416.484962065,1955578.7060952918,5866.736118285876
2023-05-22,153.62970225515272,331100.18450209266,1817.35,0.85,279198.9393934018,281435.1568267787,560634.0962201805,1681.9022886605417
2023-05-23,137.86021045896692,294938.68292469456,1854.05,0.863,255599.7232014476,254532.0833640114,510131.806565459,1530.395419696377
2023-05-24,248.7102397518172,538363.393723997,1799.89,0.829,447651.0734268983,446303.25339719356,893954.3268240918,2681.8629804722755
2023-05-25,60.271042506763415,131020.48927554935,1805.6,0.823,108825.39435021201,107829.86267377711,216655.2570239891,649.9657710719673
2023-05-26,252.81005412435013,540636.7103128385,1827.79,0.853,462083.6888279459,461163.11389685125,923246.8027247972,2769.7404081743916
2023-05-27,28.531249557968973,61565.725378464,1829.89,0.848,52209.048253631845,52207.73512093747,104416.78337456932,313.25035012370796
2023-05-28,126.34595949144381,275707.69079115,1908.64,0.86,241148.95212374933,237108.61408038897,478257.56620413833,1434.772698612415
2023-05-29,53.522517876521285,118964.60271024596,1892.6,0.854,101296.71733310418,101595.77071455005,202892.48804765422,608.6774641429627
2023-05-30,134.9298088993542,303117.5929816103,1900.59,0.836,256446.24549602362,253406.30773262618,509852.5532286498,1529.5576596859494
2023-05-31,60.91832412446066,139435.72130085126,1873.63,0.817,114138.39962931324,113918.98430279548,228057.3839321087,684.1721517963261
2023-06-01,50.0250295580841,115153.76805042177,1861.78,0.812,93135.59953064981,93504.85965694248,186640.4591875923,559.9213775627769
2023-06-02,259.5570724173295,576486.5921269745,1906.68,0.853,494892.2788366738,491743.0630843092,986635.341920983,2959.9060257629494
2023-06-03,83.90290803039997,188544.23257508283,1892.06,0.851,158749.33616799855,160451.1419213955,319200.47808939405,957.6014342681822
2023-06-04,66.10726243039521,147131.91110163537,1890.01,0.848,124943.38706607126,124767.8606141868,249711.24768025806,749.1337430407742
2023-06-05,81.57495779806912,184986.02273612312,1810.5,0.774,147691.46109340416,143179.1815977593,290870.64269116346,872.6119280734904
2023-06-06,175.77928382831664,438615.53785778524,1884.64,0.801,331280.66947419866,351331.045824086,682611.7152982847,2047.8351458948541
2023-06-07,44.69737224526043,106733.91083353847,1832.13,0.755,81891.396611709,80584.10267932154,162475.49929103054,487.42649787309165
2023-06-08,130.87111183167426,319601.8511146765,1845.64,0.76,241540.95884101128,242897.40684715414,484438.3656881654,1453.3150970644963
2023-06-09,68.32065089311634,166253.48046273142,1840.37,0.758,125735.2762841645,126020.13819075041,251755.4144749149,755.2662434247447
2023-06-10,332.57137198060843,912680.3374868826,1751.53,0.671,582508.7351651951,612408.5064536983,1194917.2416188933,3584.75172485668
2023-06-11,55.266432799327255,143903.63119293406,1752.76,0.67,96868.79275334884,96415.43289926583,193284.22565261467,579.852676957844
2023-06-12,112.8201676306173,303973.31165328884,1742.57,0.635,196597.0395080848,193023.05289983843,389620.0924079232,1168.8602772237696
2023-06-13,480.16440715092335,1210843.9550707706,1740.12,0.65,835543.6881714647,787048.5707960009,1622592.2589674657,4867.776776902398
2023-06-14,104.81997500839698,294577.4380643836,1650.95,0.569,173052.537740113,167614.56225863425,340667.09999874723,1022.0012999962418
2023-06-15,406.45436867959705,1155037.7997671536,1666.96,0.607,677543.1744141411,701107.9444586622,1378651.1188728032,4135.95335661841
2023-06-16,526.4592822791998,1342269.1516394608,1717.92,0.622,904414.9302130829,834891.4123197446,1739306.3425328275,5217.919027598483
2023-06-17,79.45749140537923,220579.10920451736,1727.76,0.62,137283.47535055803,136759.04770680077,274042.5230573588,822.1275691720764
2023-06-18,51.214778297556194,141659.185253115,1720.95,0.623,88138.07271117934,88253.67241269063,176391.74512386997,529.1752353716099
2023-06-19,209.40053201462382,605351.6201358633,1737.11,0.632,363751.75816792314,382582.2239258656,746333.9820937887,2239.001946281366
2023-06-20,306.55488975567874,893538.8283452942,1791.99,0.663,549343.2968932787,592416.2431929301,1141759.5400862088,3425.2786202586267
2023-06-21,99.10510257608212,269009.0070944687,1889.11,0.688,187220.44032750247,185078.19688099445,372298.6372084969,1116.8959116254907
2023-06-22,83.55702111990948,231341.75294774846,1872.01,0.669,156419.57910668175,154767.63272204372,311187.21182872547,933.5616354861764
2023-06-23,123.1094732827187,340247.3864290353,1892.63,0.692,233000.6824190719,235451.1914088924,468451.8738279643,1405.355621483893
2023-06-24,65.63696650351392,181557.48308121008,1874.96,0.67,123066.68671542846,121643.51366441077,244710.20037983923,734.1306011395177
2023-06-25,569.0495366993721,1468944.140132331,1898.8,0.703,1080511.2602847677,1032667.7305130287,2113178.9907977963,6339.536972393389
2023-06-26,123.91071469305886,339020.6995666679,1858.97,0.679,230346.30129295564,230195.05500576753,460541.35629872314,1381.6240688961695
2023-06-27,199.13354177245012,564957.6884335455,1889.58,0.692,376278.7578623863,390950.72039601346,767229.4782583998,2301.6884347751993
2023-06-28,47.894448722240575,131269.22938111,1828.02,0.66,87552.01015323022,86637.6913915326,174189.70154476282,522.5691046342885
2023-06-29,225.7333682429015,599324.0297205894,1851.99,0.709,418055.94065217115,424920.7370718979,842976.677724069,2528.930033172207
2023-06-30,180.4272958576868,457827.42282024515,1933.79,0.761,348908.50045663613,348406.66876620654,697315.1692228427,2091.945507668528
2023-07-01,71.91947625033211,180363.8762725343,1924.5,0.778,138409.03204376413,140323.0957400317,278732.1277837958,836.1963833513875
2023-07-02,106.0810969384542,266885.8244694765,1937.48,0.764,205530.00369631624,203900.76989468004,409430.7735909963,1228.292320772989
2023-07-03,106.25034174296856,268401.5349528496,1955.54,0.784,207776.79329204472,210426.8034030341,418203.5966950788,1254.6107900852364
2023-07-04,134.60598946756852,327066.4639061919,1936.2,0.806,260624.11680710618,263615.56990839064,524239.6867154968,1572.7190601464904
2023-07-05,86.52869609375952,210917.55001502615,1910.36,0.781,165300.95986967444,164726.60656173542,330027.56643140985,990.0826992942295
2023-07-06,183.8248254181182,462266.7997534808,1846.17,0.725,339371.8779421673,335143.4298212736,674515.3077634409,2023.5459232903227
2023-07-07,387.45711741060666,1044739.9524557089,1870.91,0.788,724897.3955346781,823255.0825350987,1548152.4780697767,4644.45743420933
2023-07-08,95.52554445607089,230559.57779190067,1865.24,0.78,178178.06654124166,179836.47067768252,358014.53721892415,1074.0436116567726
2023-07-09,66.00074864572173,156352.49183898032,1862.8,0.798,122946.19457725043,124769.2884875063,247715.48306475673,743.1464491942702
2023-07-10,273.57837152937583,632537.9086744628,1880.4,0.806,514436.7698238383,509825.5543916171,1024262.3242154554,3072.7869726463664
2023-07-11,184.07646709147906,438520.0840980541,1878.3,0.793,345750.8281379251,347746.4266897569,693497.254827682,2080.491764483046
2023-07-12,176.1127117614398,414389.41118830093,1871.82,0.786,329651.2961292983,325710.07719400455,655361.3733233028,1966.0841199699084
2023-07-13,205.47823831640034,485008.4904531401,2004.49,0.843,411879.0739228413,408862.1574519971,820741.2313748384,2462.223694124515
2023-07-14,151.9556126904014,356190.29590548313,1937.83,0.821,294464.14493984054,292432.23293840163,586896.3778782422,1760.6891336347267
2023-07-15,585.404272497875,1237661.184245335,1931.41,0.821,1130655.6659451209,1016119.8322654199,2146775.498210541,6440.326494631623
2023-07-16,65.22262163298159,154794.3234054659,1922.11,0.807,125365.05326697022,124919.01898821098,250284.0722551812,750.8522167655436
2023-07-17,75.65848441840828,180141.5588322344,1911.2,0.81,144598.4954204619,145914.66265410988,290513.15807457175,871.5394742237153
2023-07-18,21.478737556611843,51526.40174914334,1897.21,0.784,40749.67567977955,40396.698971328384,81146.37465110794,243.43912395332381
2023-07-19,25.912386394471884,62829.385786073435,1888.63,0.777,48938.91031619144,48818.43275577906,97757.3430719705,293.2720292159115
2023-07-20,40.73342127763157,98286.46675084965,1891.59,0.787,77050.9323545551,77351.44933291868,154402.3816874738,463.2071450624214
2023-07-21,88.24803926711051,214082.89635164128,1891.73,0.77,166941.463322771,164843.83019076378,331785.29351353477,995.3558805406043
2023-07-22,32.376244043123634,79969.52829649654,1866.52,0.752,60430.90703137113,60137.0852789654,120567.99231033653,361.7039769310096
2023-07-23,18.02829130166153,44929.00751501402,1888.73,0.758,34050.57463018718,34056.18769638063,68106.76232656781,204.32028697970344
2023-07-24,72.99576383503474,185862.16352594944,1850.0,0.729,135042.16309481426,135493.51721041714,270535.68030523136,811.6070409156941
2023-07-25,30.296022957506377,77613.42640567743,1857.66,0.726,56279.7100072413,56347.34757052181,112627.0575777631,337.8811727332893
2023-07-26,107.68255162476696,278159.96694498044,1872.0,0.73,201581.73664156374,203056.77586983572,404638.51251139946,1213.9155375341984
2023-07-27,31.039809330290744,79241.9604572879,1861.28,0.73,57773.77631028355,57846.63113382017,115620.40744410372,346.8612223323112
2023-07-28,47.298215238840896,122156.54396223604,1874.19,0.729,88645.84201848322,89052.12054847008,177697.9625669533,533.0938877008599
2023-07-29,20.52665752906989,52603.28351965214,1880.46,0.737,38599.558417114764,38768.61995398363,77368.17837109839,232.10453511329516
2023-07-30,5140.665644490179,15782421.074615452,1861.79,0.632,9570839.890255371,9974490.119156966,19545330.009412337,58635.990028237014
2023-07-31,3133.564818098853,9637327.100648697,1856.14,0.567,5816335.001466005,5464364.466067811,11280699.467533816,33842.09840260145
2023-08-01,5362.518673981771,16934092.063527524,1873.47,0.615,10046517.860144628,10414466.619069427,20460984.479214057,61382.95343764217
